166.139.0.0/19,US,US-PA,Plymouth Meeting, 
72.111.232.0/21,US,US-CA,Vista,
72.111.240.0/20,US,US-TN,Whites Creek,
72.111.32.0/19,US,US-AZ,Tempe,
72.111.64.0/19,US,US-CA,Vista,
72.111.96.0/19,US,US-CA,Vista,
75.192.0.0/18,US,US-IN,Indianapolis,
75.192.128.0/19,US,US-DE,New Castle,
75.192.160.0/19,US,US-DE,New Castle,
75.192.192.0/20,US,US-MA,Westborough,
75.192.208.0/20,US,US-MA,Westborough,
75.192.224.0/19,US,US-NY,East Syracuse,
75.192.64.0/18,US,US-IN,Indianapolis,
75.194.0.0/19,US,US-IL,Hickory Hills,
75.194.128.0/19,US,US-CA,Rocklin,
75.194.160.0/19,US,US-CA,Rocklin,
75.194.192.0/20,US,US-CA,Rocklin,
75.194.208.0/20,US,US-MD,Annapolis Junction,
75.194.224.0/19,US,US-MD,Annapolis Junction,
75.194.32.0/19,US,US-IL,Hickory Hills,
75.194.64.0/19,US,US-FL,Orlando,
75.194.96.0/19,US,US-FL,Orlando,
75.195.0.0/17,US,US-IL,Hickory Hills,
75.195.128.0/18,US,US-HI,Mililani,
75.195.192.0/19,US,US-WI,New Berlin,
75.195.224.0/19,US,US-WI,New Berlin,
75.196.0.0/16,US,US-WI,New Berlin,
75.197.0.0/19,US,US-PA,Plymouth Meeting,
75.197.128.0/18,US,US-NY,Farmingdale,
75.197.192.0/19,US,US-NY,Yonkers,
75.197.224.0/22,US,US-NE,Omaha,
75.197.228.0/22,US,US-PA,Plymouth Meeting,
75.197.232.0/22,US,US-OR,Hillsboro,
75.197.236.0/22,US,US-NC,Charlotte,
75.197.240.0/20,US,US-WI,New Berlin,
75.197.32.0/21,US,US-AL,Birmingham,
75.197.40.0/22,US,US-MI,Westland,
75.197.44.0/22,US,US-MN,Bloomington,
75.197.48.0/20,US,US-NJ,Wall Township,
75.197.64.0/18,US,US-MI,Westland,
75.198.0.0/21,US,US-OH,Columbus,
75.198.12.0/22,US,US-OH,Cincinnati,
75.198.128.0/18,US,US-CA,Rocklin,
75.198.16.0/21,US,US-OH,Cincinnati,
75.198.192.0/18,US,US-CA,Rocklin,
75.198.24.0/21,US,US-IN,Indianapolis,
75.198.32.0/20,US,US-IN,Indianapolis,
75.198.48.0/20,US,US-IN,Indianapolis,
75.198.8.0/22,US,US-OH,Columbus,
75.201.0.0/18,US,US-FL,Pembroke Pines,
75.201.128.0/17,US,US-TN,Arlington,
75.201.64.0/18,US,US-FL,Pembroke Pines,
75.202.0.0/16,US,US-OR,Hillsboro,
75.203.0.0/17,US,US-NJ,Wall Township,
75.203.128.0/19,US,US-UT,West Jordan,
75.203.160.0/19,US,US-CO,Aurora,
75.203.192.0/20,US,US-CO,Aurora,
75.203.208.0/20,US,US-NJ,Branchburg,
75.204.0.0/18,US,US-AZ,Tempe,
75.204.128.0/19,US,US-CA,Vista,
75.204.160.0/19,US,US-CA,Vista,
75.204.192.0/19,US,US-MI,Southfield,
75.204.224.0/19,US,US-MI,Southfield,
75.204.64.0/18,US,US-AZ,Tempe,
75.205.0.0/21,US,US-GA,Alpharetta,
75.205.112.0/20,US,US-NE,Omaha,
75.205.128.0/22,US,US-NE,Omaha,
75.205.132.0/22,US,US-CA,Azusa,
75.205.136.0/21,US,US-NC,Charlotte,
75.205.144.0/21,US,US-NC,Charlotte,
75.205.152.0/21,US,US-NC,Charlotte,
75.205.16.0/22,US,US-TX,Euless,
75.205.160.0/21,US,US-VA,Richmond,
75.205.168.0/21,US,US-NV,North Las Vegas,
75.205.176.0/21,US,US-GA,Alpharetta,
75.205.184.0/21,US,US-GA,Alpharetta,
75.205.192.0/21,US,US-CA,Rocklin,
75.205.20.0/22,US,US-TX,Schertz,
75.205.200.0/21,US,US-CA,Rocklin,
75.205.208.0/22,US,US-CA,Vista,
75.205.212.0/22,US,US-CA,Vista,
75.205.216.0/21,US,US-VA,Roanoke,
75.205.224.0/21,US,US-AZ,Tempe,
75.205.232.0/21,US,US-NV,North Las Vegas,
75.205.24.0/21,US,US-PA,Bridgeville,
75.205.240.0/22,US,US-NY,East Syracuse,
75.205.244.0/23,US,US-DE,New Castle,
75.205.246.0/23,US,US-PA,Plymouth Meeting,
75.205.248.0/22,US,US-DE,New Castle,
75.205.252.0/22,US,US-PA,Plymouth Meeting,
75.205.32.0/20,US,US-TX,Euless,
75.205.48.0/20,US,US-TX,Schertz,
75.205.64.0/21,US,US-OR,Hillsboro,
75.205.72.0/21,US,US-OH,Columbus,
75.205.8.0/21,US,US-AL,Birmingham,
75.205.80.0/21,US,US-OH,Cincinnati,
75.205.88.0/22,US,US-MN,Bloomington,
75.205.92.0/22,US,US-CA,Azusa,
75.205.96.0/20,US,US-MN,Bloomington,
75.206.0.0/16,US,US-FL,Orlando,
75.207.0.0/16,US,US-NC,Charlotte,
75.208.0.0/16,US,US-TN,Whites Creek,
75.209.0.0/18,US,US-OH,Columbus,
75.209.128.0/18,US,US-IL,Hickory Hills,
75.209.64.0/18,US,US-OH,Columbus,
75.210.0.0/16,US,US-IL,Hickory Hills,
75.211.0.0/18,US,US-WI,New Berlin,
75.211.160.0/21,US,US-WA,Redmond,
75.211.168.0/21,US,US-MO,St. Louis,
75.211.176.0/22,US,US-PA,Bridgeville,
75.211.180.0/22,US,US-CA,Sunnyvale,
75.211.184.0/21,US,US-KS,Lenexa,
75.211.192.0/18,US,US-IN,Indianapolis,
75.211.64.0/19,US,US-WI,New Berlin,
75.212.0.0/18,US,US-TX,Houston,
75.212.128.0/18,US,US-IL,Hickory Hills,
75.212.192.0/19,US,US-NE,Omaha,
75.212.224.0/19,US,US-TX,Schertz,
75.212.64.0/18,US,US-TX,Houston,
75.213.0.0/18,US,US-WA,Redmond,
75.213.128.0/19,US,US-MI,Southfield,
75.213.160.0/19,US,US-NE,Omaha,
75.213.192.0/18,US,US-NE,Omaha,
75.213.64.0/18,US,US-WA,Redmond,
75.214.0.0/17,US,US-NY,Farmingdale,
75.214.128.0/17,US,US-NY,Yonkers,
75.215.0.0/17,US,US-LA,Baton Rouge,
75.215.128.0/18,US,US-LA,Baton Rouge,
75.215.192.0/19,US,US-DE,New Castle,
75.215.224.0/21,US,US-DE,New Castle,
75.215.232.0/21,US,US-CA,Rocklin,
75.215.240.0/21,US,US-VA,Richmond,
75.215.248.0/21,US,US-OH,Cincinnati,
75.216.0.0/17,US,US-MA,Westborough,
75.216.160.0/20,US,US-FL,Orlando,
75.216.176.0/21,US,US-VA,Chantilly,
75.216.184.0/24,US,US-NC,Charlotte,
75.216.186.0/23,US,US-AL,Birmingham,
75.216.188.0/23,US,US-CA,Vista,
75.216.190.0/24,US,US-NC,Charlotte,
75.216.191.0/24,US,US-PA,Plymouth Meeting,
75.216.192.0/19,US,US-MI,Westland,
75.216.224.0/19,US,US-CO,Aurora,
75.217.0.0/17,US,US-TX,Houston,
75.217.128.0/18,US,US-TX,Houston,
75.217.192.0/18,US,US-MN,Bloomington,
75.218.0.0/16,US,US-CA,Sunnyvale,
75.219.0.0/17,US,US-NE,Omaha,
75.219.128.0/18,US,US-NE,Omaha,
75.219.192.0/19,US,US-MI,Southfield,
75.219.224.0/19,US,US-NY,Farmingdale,
75.220.0.0/16,US,US-FL,Pembroke Pines,
75.221.0.0/20,US,US-NE,Omaha,
75.221.128.0/19,US,US-IN,Indianapolis,
75.221.16.0/21,US,US-NE,Omaha,
75.221.160.0/19,US,US-IN,Indianapolis,
75.221.192.0/20,US,US-IN,Indianapolis,
75.221.208.0/20,US,US-IN,Indianapolis,
75.221.224.0/21,US,US-AZ,Tempe,
75.221.232.0/22,US,US-CA,Azusa,
75.221.236.0/22,US,US-NY,Farmingdale,
75.221.24.0/21,US,US-MN,Bloomington,
75.221.240.0/20,US,US-AL,Birmingham,
75.221.32.0/21,US,US-NJ,Branchburg,
75.221.40.0/21,US,US-NJ,Branchburg,
75.221.48.0/21,US,US-CA,Sunnyvale,
75.221.56.0/21,US,US-NV,North Las Vegas,
75.221.64.0/18,US,US-CA,Sunnyvale,
75.222.0.0/17,US,US-NV,North Las Vegas,
75.222.128.0/19,US,US-MN,Bloomington,
75.222.160.0/19,US,US-MN,Bloomington,
75.222.192.0/19,US,US-MI,Southfield,
75.222.224.0/19,US,US-TN,Arlington,
75.223.0.0/18,US,US-NV,North Las Vegas,
75.223.128.0/18,US,US-CA,Azusa,
75.223.192.0/18,US,US-CA,Azusa,
75.223.64.0/18,US,US-NV,North Las Vegas,
75.224.0.0/17,US,US-OK,Tulsa,
75.224.128.0/20,US,US-PA,Bridgeville,
75.224.144.0/21,US,US-MN,Bloomington,
75.224.152.0/21,US,US-MN,Bloomington,
75.224.160.0/19,US,US-CA,Azusa,
75.224.192.0/18,US,US-OH,Columbus,
75.225.0.0/17,US,US-CA,Azusa,
75.225.128.0/19,US,US-NC,Charlotte,
75.225.160.0/19,US,US-NC,Charlotte,
75.225.192.0/19,US,US-TN,Whites Creek,
75.225.224.0/20,US,US-NE,Omaha,
75.225.240.0/20,US,US-NE,Omaha,
75.226.0.0/19,US,US-PA,Bridgeville,
75.226.128.0/20,US,US-NV,North Las Vegas,
75.226.144.0/20,US,US-NV,North Las Vegas,
75.226.160.0/19,US,US-WA,Redmond,
75.226.192.0/19,US,US-TX,Schertz,
75.226.224.0/19,US,US-OK,Tulsa,
75.226.32.0/19,US,US-CA,Sunnyvale,
75.226.64.0/21,US,US-TX,Euless,
75.226.72.0/21,US,US-MI,Southfield,
75.226.80.0/21,US,US-WI,New Berlin,
75.226.88.0/22,US,US-MO,St. Louis,
75.226.92.0/22,US,US-NE,Omaha,
75.226.96.0/19,US,US-CA,Sunnyvale,
75.227.0.0/19,US,US-CA,Sunnyvale,
75.227.128.0/17,US,US-OH,Columbus,
75.228.0.0/18,US,US-AL,Birmingham,
75.228.128.0/17,US,US-CT,Windsor,
75.228.64.0/18,US,US-AL,Birmingham,
75.229.0.0/18,US,US-FL,Orlando,
75.229.128.0/18,US,US-FL,Orlando,
75.229.192.0/18,US,US-CA,Sunnyvale,
75.229.64.0/18,US,US-FL,Orlando,
75.230.0.0/16,US,US-OH,Columbus,
75.231.0.0/18,US,US-MN,Bloomington,
75.231.160.0/19,US,US-CA,Rocklin,
75.231.192.0/18,US,US-OR,Hillsboro,
75.231.64.0/18,US,US-MN,Bloomington,
75.232.128.0/21,US,US-CO,Aurora,
75.232.136.0/21,US,US-UT,West Jordan,
75.232.144.0/21,US,US-PA,Plymouth Meeting,
75.232.152.0/21,US,US-DE,New Castle,
75.232.208.0/20,US,US-FL,Orlando,
75.232.32.0/20,US,US-IL,Hickory Hills,
75.232.64.0/22,US,US-NY,Yonkers,
75.232.68.0/23,US,US-TX,Schertz,
75.232.70.0/23,US,US-TX,Euless,
75.232.72.0/22,US,US-GA,Alpharetta,
75.232.76.0/22,US,US-AL,Birmingham,
75.233.0.0/16,US,US-AZ,Tempe,
75.234.0.0/16,US,US-CA,Rocklin,
75.235.192.0/19,US,US-LA,Baton Rouge,
75.235.224.0/19,US,US-LA,Baton Rouge,
75.236.0.0/18,US,US-NV,North Las Vegas,
75.236.128.0/18,US,US-NV,North Las Vegas,
75.236.192.0/19,US,US-GA,Alpharetta,
75.236.224.0/20,US,US-GA,Alpharetta,
75.236.240.0/20,US,US-CT,Windsor,
75.236.64.0/18,US,US-AZ,Tempe,
75.237.0.0/18,US,US-AZ,Tempe,
75.237.128.0/19,US,US-AZ,Tempe,
75.237.160.0/19,US,US-AZ,Tempe,
75.237.192.0/19,US,US-CA,Vista,
75.237.224.0/19,US,US-CA,Vista,
75.237.64.0/18,US,US-AZ,Tempe,
75.238.0.0/16,US,US-CA,Sunnyvale,
75.239.128.0/24,US,US-DE,New Castle,
75.239.129.0/24,US,US-DE,New Castle,
75.239.130.0/24,US,US-UT,West Jordan,
75.239.131.0/24,US,US-CO,Aurora,
75.239.132.0/22,US,US-CO,Aurora,
75.239.136.0/22,US,US-DE,New Castle,
75.239.140.0/22,US,US-PA,Plymouth Meeting,
75.239.144.0/20,US,US-TX,Houston,
75.239.192.0/19,US,US-PA,Johnstown,
75.239.224.0/20,US,US-WA,Redmond,
75.239.240.0/20,US,US-WA,Redmond,
75.240.0.0/16,US,US-OH,Cincinnati,
75.241.0.0/21,US,US-GA,Alpharetta,
75.241.104.0/21,US,US-AL,Birmingham,
75.241.112.0/23,US,US-GA,Alpharetta,
75.241.116.0/22,US,US-MI,Westland,
75.241.208.0/21,US,US-CO,Aurora,
75.241.216.0/21,US,US-CO,Aurora,
75.241.224.0/21,US,US-UT,West Jordan,
75.241.232.0/21,US,US-WI,New Berlin,
75.241.240.0/21,US,US-VA,Roanoke,
75.241.248.0/22,US,US-OR,Hillsboro,
75.241.252.0/22,US,US-WA,Redmond,
75.241.32.0/21,US,US-NV,North Las Vegas,
75.241.40.0/21,US,US-AZ,Tempe,
75.241.48.0/22,US,US-NE,Omaha,
75.241.52.0/22,US,US-NE,Omaha,
75.241.56.0/22,US,US-NV,North Las Vegas,
75.241.60.0/22,US,US-AZ,Tempe,
75.241.64.0/21,US,US-MO,St. Louis,
75.241.8.0/21,US,US-AL,Birmingham,
75.241.88.0/21,US,US-HI,Mililani,
75.241.96.0/21,US,US-GA,Alpharetta,
75.242.0.0/17,US,US-WI,New Berlin,
75.242.128.0/17,US,US-OH,Cincinnati,
75.243.0.0/18,US,US-MO,St. Louis,
75.243.128.0/20,US,US-NY,Rochester,
75.243.144.0/20,US,US-NY,East Syracuse,
75.243.160.0/19,US,US-MO,St. Louis,
75.243.192.0/20,US,US-OR,Hillsboro,
75.243.208.0/20,US,US-TX,Schertz,
75.243.224.0/19,US,US-KS,Lenexa,
75.243.64.0/19,US,US-GA,Alpharetta,
75.243.96.0/19,US,US-GA,Alpharetta,
75.244.0.0/18,US,US-IN,Indianapolis,
75.244.128.0/21,US,US-OR,Hillsboro,
75.244.136.0/21,US,US-WA,Redmond,
75.244.144.0/21,US,US-TX,Euless,
75.244.152.0/21,US,US-TX,Schertz,
75.244.160.0/19,US,US-CO,Aurora,
75.244.192.0/18,US,US-NE,Omaha,
75.244.64.0/18,US,US-IN,Indianapolis,
75.245.0.0/19,US,US-NY,Farmingdale,
75.245.104.0/21,US,US-TN,Arlington,
75.245.112.0/20,US,US-UT,West Jordan,
75.245.128.0/19,US,US-TN,Whites Creek,
75.245.160.0/19,US,US-TN,Whites Creek,
75.245.192.0/19,US,US-IN,Indianapolis,
75.245.224.0/20,US,US-GA,Alpharetta,
75.245.240.0/20,US,US-OK,Tulsa,
75.245.32.0/19,US,US-NY,Yonkers,
75.245.64.0/20,US,US-CT,Windsor,
75.245.80.0/20,US,US-VA,Richmond,
75.245.96.0/21,US,US-IL,Hickory Hills,
75.246.0.0/17,US,US-NY,East Syracuse,
75.246.128.0/17,US,US-NY,Rochester,
75.247.0.0/18,US,US-MN,Bloomington,
75.247.128.0/17,US,US-MN,Bloomington,
75.247.64.0/19,US,US-NY,East Syracuse,
75.247.96.0/19,US,US-NY,Rochester,
75.248.0.0/19,US,US-NC,Charlotte,
75.248.104.0/21,US,US-AZ,Tempe,
75.248.112.0/21,US,US-FL,Orlando,
75.248.120.0/21,US,US-CT,Windsor,
75.248.128.0/19,US,US-UT,West Jordan,
75.248.160.0/19,US,US-GA,Alpharetta,
75.248.192.0/18,US,US-OH,Cincinnati,
75.248.32.0/19,US,US-NC,Charlotte,
75.248.64.0/19,US,US-NC,Charlotte,
75.248.96.0/21,US,US-NC,Charlotte,
75.249.0.0/19,US,US-OK,Tulsa,
75.249.128.0/19,US,US-NJ,Branchburg,
75.249.160.0/21,US,US-NC,Charlotte,
75.249.168.0/22,US,US-MN,Bloomington,
75.249.172.0/22,US,US-NE,Omaha,
75.249.192.0/18,US,US-VA,Richmond,
75.249.44.0/22,US,US-CA,Vista,
75.249.48.0/20,US,US-PA,Johnstown,
75.249.64.0/18,US,US-IL,Hickory Hills,
75.250.0.0/17,US,US-NJ,Branchburg,
75.250.128.0/18,US,US-WI,New Berlin,
75.250.192.0/18,US,US-WI,New Berlin,
75.251.0.0/18,US,US-FL,Orlando,
75.251.128.0/19,US,US-NJ,Wall Township,
75.251.160.0/22,US,US-NY,East Syracuse,
75.251.164.0/22,US,US-NY,Rochester,
75.251.168.0/22,US,US-AZ,Tempe,
75.251.172.0/22,US,US-NV,North Las Vegas,
75.251.64.0/18,US,US-FL,Orlando,
75.253.0.0/16,US,US-WA,Redmond,
97.128.0.0/18,US,US-NJ,Branchburg,
97.128.128.0/19,US,US-VA,Roanoke,
97.128.160.0/19,US,US-NY,Rochester,
97.128.192.0/18,US,US-PA,Bridgeville,
97.128.64.0/18,US,US-TN,Arlington,
97.129.0.0/18,US,US-NC,Charlotte,
97.129.128.0/18,US,US-NC,Charlotte,
97.129.192.0/18,US,US-NC,Charlotte,
97.129.64.0/18,US,US-NC,Charlotte,
97.130.0.0/18,US,US-IL,Hickory Hills,
97.130.128.0/18,US,US-IL,Hickory Hills,
97.130.192.0/18,US,US-CA,Vista,
97.130.64.0/18,US,US-IL,Hickory Hills,
97.131.0.0/18,US,US-CA,Vista,
97.131.128.0/18,US,US-TN,Whites Creek,
97.131.192.0/18,US,US-TN,Whites Creek,
97.131.64.0/18,US,US-CA,Vista,
97.132.0.0/18,US,US-TN,Whites Creek,
97.132.128.0/18,US,US-UT,West Jordan,
97.132.192.0/18,US,US-UT,West Jordan,
97.132.64.0/18,US,US-NY,East Syracuse,
97.133.0.0/21,US,US-OH,Cincinnati,
97.133.104.0/22,US,US-AZ,Tempe,
97.133.108.0/22,US,US-UT,West Jordan,
97.133.112.0/20,US,US-TX,Euless,
97.133.128.0/18,US,US-CA,Azusa,
97.133.16.0/20,US,US-WA,Redmond,
97.133.192.0/18,US,US-NY,Yonkers,
97.133.32.0/19,US,US-CA,Azusa,
97.133.64.0/19,US,US-NJ,Wall Township,
97.133.96.0/21,US,US-MD,Annapolis Junction,
97.134.0.0/18,US,US-CA,Azusa,
97.134.128.0/18,US,US-TX,Euless,
97.134.192.0/19,US,US-TX,Euless,
97.134.224.0/20,US,US-TX,Euless,
97.134.240.0/21,US,US-TN,Arlington,
97.134.248.0/21,US,US-FL,Orlando,
97.134.64.0/18,US,US-CA,Azusa,
97.135.0.0/18,US,US-MI,Southfield,
97.135.128.0/18,US,US-KS,Lenexa,
97.135.192.0/18,US,US-MO,St. Louis,
97.135.64.0/18,US,US-MI,Southfield,
97.136.0.0/18,US,US-CA,Rocklin,
97.136.128.0/18,US,US-CA,Rocklin,
97.136.192.0/18,US,US-PA,Johnstown,
97.136.64.0/18,US,US-CA,Rocklin,
97.137.0.0/18,US,US-PA,Bridgeville,
97.137.128.0/18,US,US-OH,Cincinnati,
97.137.192.0/18,US,US-LA,Baton Rouge,
97.137.64.0/18,US,US-OH,Columbus,
97.138.0.0/17,US,US-UT,West Jordan,
97.138.128.0/21,US,US-IL,Hickory Hills,
97.138.136.0/21,US,US-TX,Schertz,
97.138.144.0/20,US,US-FL,Pembroke Pines,
97.138.160.0/21,US,US-TN,Whites Creek,
97.138.168.0/21,US,US-CA,Rocklin,
97.138.176.0/21,US,US-AL,Birmingham,
97.138.184.0/21,US,US-PA,Plymouth Meeting,
97.138.192.0/18,US,US-LA,Baton Rouge,
97.139.0.0/18,US,US-TX,Houston,
97.139.128.0/17,US,US-CO,Aurora,
97.139.64.0/18,US,US-TX,Schertz,
97.140.0.0/16,US,US-NC,Charlotte,
97.144.0.0/16,US,US-CA,Vista,
97.145.0.0/17,US,US-PA,Plymouth Meeting,
97.145.128.0/17,US,US-DE,New Castle,
97.146.0.0/17,US,US-VA,Richmond,
97.146.128.0/17,US,US-VA,Roanoke,
97.147.0.0/18,US,US-TX,Schertz,
97.147.128.0/17,US,US-IN,Indianapolis,
97.147.64.0/18,US,US-LA,Baton Rouge,
97.148.0.0/16,US,US-TN,Whites Creek,
97.149.0.0/16,US,US-IN,Indianapolis,
97.150.0.0/18,US,US-TX,Houston,
97.150.128.0/18,US,US-AL,Birmingham,
97.150.192.0/18,US,US-AL,Birmingham,
97.150.64.0/18,US,US-TX,Houston,
97.151.128.0/17,US,US-MD,Annapolis Junction,
97.153.0.0/17,US,US-VA,Chantilly,
97.154.0.0/16,US,US-TX,Euless,
97.155.0.0/16,US,US-TX,Schertz,
97.156.0.0/16,US,US-MI,Southfield,
97.157.0.0/16,US,US-MI,Westland,
97.163.0.0/16,US,US-FL,Orlando,
97.164.0.0/16,US,US-FL,Pembroke Pines,
97.165.0.0/17,US,US-PA,Plymouth Meeting,
97.165.128.0/17,US,US-DE,New Castle,
97.166.0.0/16,US,US-NC,Charlotte,
97.167.0.0/16,US,US-CA,Azusa,
97.170.0.0/16,US,US-CA,Vista,
97.171.0.0/17,US,US-CO,Aurora,
97.171.128.0/17,US,US-UT,West Jordan,
97.176.0.0/17,US,US-TX,Euless,
97.176.128.0/18,US,US-TX,Euless,
97.176.192.0/18,US,US-IN,Indianapolis,
97.177.0.0/18,US,US-MA,Westborough,
97.177.128.0/17,US,US-LA,Baton Rouge,
97.177.64.0/18,US,US-CT,Windsor,
97.178.0.0/17,US,US-TX,Houston,
97.178.128.0/17,US,US-UT,West Jordan,
97.179.0.0/17,US,US-CO,Aurora,
97.179.128.0/17,US,US-NE,Omaha,
97.180.0.0/17,US,US-GA,Alpharetta,
97.180.128.0/18,US,US-GA,Alpharetta,
97.180.192.0/19,US,US-CT,Windsor,
97.180.224.0/19,US,US-CO,Aurora,
97.181.0.0/17,US,US-AL,Birmingham,
97.181.128.0/17,US,US-NV,North Las Vegas,
97.182.0.0/16,US,US-AZ,Tempe,
97.183.0.0/17,US,US-MN,Bloomington,
97.183.128.0/18,US,US-MN,Bloomington,
97.183.192.0/18,US,US-TX,Houston,
97.184.0.0/17,US,US-TX,Schertz,
97.184.128.0/17,US,US-IN,Indianapolis,
97.185.0.0/18,US,US-IN,Indianapolis,
97.185.128.0/17,US,US-OR,Hillsboro,
97.185.64.0/18,US,US-OR,Hillsboro,
97.186.0.0/17,US,US-WA,Redmond,
97.186.128.0/17,US,US-KS,Lenexa,
97.187.0.0/17,US,US-MO,St. Louis,
97.187.128.0/17,US,US-PA,Bridgeville,
97.188.0.0/18,US,US-PA,Johnstown,
97.188.64.0/18,US,US-AZ,Tempe,
97.189.0.0/16,US,US-CA,Azusa,
97.190.0.0/16,US,US-CA,Vista,
97.191.0.0/16,US,US-CA,Rocklin,
97.200.128.0/17,US,US-GA,Alpharetta,
97.200.64.0/20,US,US-MA,Westborough,
97.200.80.0/20,US,US-MA,Westborough,
97.201.0.0/18,US,US-GA,Alpharetta,
97.201.128.0/17,US,US-AL,Birmingham,
97.202.0.0/16,US,US-AZ,Tempe,
97.203.128.0/18,US,US-DE,New Castle,
97.204.128.0/17,US,US-PA,Bridgeville,
97.204.32.0/22,US,US-IL,Hickory Hills,
97.204.36.0/22,US,US-WI,New Berlin,
97.204.48.0/22,US,US-GA,Alpharetta,
97.204.52.0/22,US,US-AL,Birmingham,
97.204.56.0/22,US,US-NJ,Branchburg,
97.204.60.0/22,US,US-NJ,Wall Township,
97.204.64.0/18,US,US-PA,Bridgeville,
97.207.0.0/17,US,US-PA,Johnstown,
97.207.128.0/22,US,US-TN,Arlington,
97.207.132.0/22,US,US-OK,Tulsa,
97.207.136.0/22,US,US-CA,Azusa,
97.207.140.0/22,US,US-CA,Vista,
97.207.144.0/22,US,US-OR,Hillsboro,
97.207.152.0/22,US,US-WA,Redmond,
97.207.168.0/22,US,US-CA,Sunnyvale,
97.207.172.0/22,US,US-CA,Rocklin,
97.207.176.0/22,US,US-FL,Pembroke Pines,
97.207.180.0/22,US,US-FL,Orlando,
97.207.192.0/18,US,US-PA,Plymouth Meeting,
97.208.0.0/16,US,US-MI,Westland,
97.209.0.0/16,US,US-MI,Southfield,
97.210.0.0/18,US,US-DE,New Castle,
97.210.128.0/18,US,US-OR,Hillsboro,
97.210.192.0/18,US,US-MN,Bloomington,
97.210.64.0/18,US,US-WA,Redmond,
97.211.0.0/18,US,US-NE,Omaha,
97.211.128.0/18,US,US-AZ,Tempe,
97.211.192.0/18,US,US-OH,Columbus,
97.211.64.0/18,US,US-NV,North Las Vegas,
97.212.0.0/18,US,US-OH,Cincinnati,
97.212.128.0/18,US,US-AL,Birmingham,
97.212.192.0/18,US,US-TX,Euless,
97.212.64.0/18,US,US-GA,Alpharetta,
97.213.0.0/18,US,US-TX,Schertz,
97.213.128.0/18,US,US-UT,West Jordan,
97.213.192.0/22,US,US-NY,Yonkers,
97.213.196.0/22,US,US-NY,Farmingdale,
97.213.200.0/22,US,US-LA,Baton Rouge,
97.213.204.0/22,US,US-TX,Houston,
97.213.208.0/22,US,US-NC,Charlotte,
97.213.212.0/22,US,US-TN,Whites Creek,
97.213.216.0/22,US,US-MD,Annapolis Junction,
97.213.220.0/22,US,US-VA,Chantilly,
97.213.224.0/22,US,US-PA,Bridgeville,
97.213.228.0/22,US,US-PA,Johnstown,
97.213.232.0/22,US,US-MI,Southfield,
97.213.236.0/22,US,US-MI,Westland,
97.213.240.0/22,US,US-OH,Columbus,
97.213.244.0/22,US,US-OH,Cincinnati,
97.213.248.0/22,US,US-IN,Indianapolis,
97.213.252.0/22,US,US-IN,Indianapolis,
97.213.64.0/18,US,US-CO,Aurora,
97.216.0.0/22,US,US-CO,Aurora,
97.216.12.0/22,US,US-DE,New Castle,
97.216.128.0/18,US,US-CA,Vista,
97.216.16.0/22,US,US-MO,St. Louis,
97.216.192.0/18,US,US-CA,Azusa,
97.216.20.0/22,US,US-KS,Lenexa,
97.216.24.0/22,US,US-VA,Richmond,
97.216.28.0/22,US,US-VA,Roanoke,
97.216.32.0/22,US,US-CT,Windsor,
97.216.36.0/22,US,US-MA,Westborough,
97.216.4.0/22,US,US-UT,West Jordan,
97.216.40.0/22,US,US-TX,Euless,
97.216.44.0/22,US,US-TX,Schertz,
97.216.56.0/22,US,US-AZ,Tempe,
97.216.60.0/22,US,US-AZ,Tempe,
97.216.64.0/18,US,US-PA,Plymouth Meeting,
97.216.8.0/22,US,US-PA,Plymouth Meeting,
97.222.0.0/17,US,US-NY,Farmingdale,
97.223.0.0/16,US,US-IL,Hickory Hills,
97.224.0.0/16,US,US-WI,New Berlin,
97.227.128.0/18,US,US-GA,Alpharetta,
97.227.192.0/18,US,US-AL,Birmingham,
97.228.0.0/17,US,US-NV,North Las Vegas,
97.228.128.0/18,US,US-CO,Aurora,
97.228.192.0/18,US,US-TX,Schertz,
97.229.0.0/17,US,US-OK,Tulsa,
97.237.0.0/17,US,US-NY,Yonkers,